Latency,Jitter,Loss,Bandwidth,Transfer,Distance,Reliability,Cluster3
0.6895770392749245,0.7622229255200146,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.1702436723017659,0.5360059553895553,0
0.26888217522658614,0.2379937849322463,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.4562086953609743,0.5111682954257049,0
0.21223564954682778,0.223984030722673,0.0,0.2853824204515196,0.28561753928803874,0.5214159812678932,0.387556195131765,0
0.2515105740181269,0.23948767874165203,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.5596861563746771,0.8008585444440541,0
0.2696374622356495,0.24253913216260406,0.0,0.2853824204515196,0.28561753928803874,0.4905424248376157,0.5107132774755883,0
0.21223564954682778,0.22856525902993471,0.0,0.2853824204515196,0.28561753928803874,0.6810698720975386,0.5628760107056223,0
0.2280966767371601,0.18773824091297853,0.0,0.2853824204515196,0.28561753928803874,0.018616065686535815,0.2836499573841138,0
0.23489425981873108,0.2363675125806756,0.0,0.2853824204515196,0.28561753928803874,0.19077660404647567,0.6378408490081711,0
0.5536253776435045,0.6246756544181136,0.06451612903225806,0.2853824204515196,0.28561753928803874,0.5223082009530876,0.2355365636658462,0
0.26435045317220546,0.19694547085637606,0.06451612903225806,0.2853824204515196,0.28561753928803874,0.6618189910616137,0.8753540144070939,0
0.22658610271903318,0.20434893263327455,0.06451612903225806,0.2853824204515196,0.28561753928803874,0.8479442561308684,0.5175039815485434,0
0.24320241691842898,0.19567154392861918,0.0967741935483871,0.2853824204515196,0.28561753928803874,0.6073422168398269,0.8274599237565781,0
0.2447129909365559,0.21302557055678276,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.5124443848730951,0.3900910406973708,0
0.2341389728096676,0.19982923940119843,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.5974069252892364,0.3625827497980936,0
0.25226586102719034,0.2181015794686145,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.052732894237438696,0.19905582760839025,0
0.24395770392749244,0.2190651155741475,0.06451612903225806,0.2853824204515196,0.28561753928803874,0.5507661139625948,0.5649992467733682,0
0.21299093655589113,0.21303479848554377,0.0,0.2853824204515196,0.28561753928803874,0.4964216392758515,0.3454324132089823,0
0.38444108761329293,0.41679965628242427,0.0,0.2853824204515196,0.28561753928803874,0.5057602022928004,0.4005784734908957,0
0.2515105740181269,0.2284026785454302,0.0,0.2853824204515196,0.28561753928803874,0.4863011928443062,0.6217972264230411,0
0.22960725075528693,0.2331858693957525,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.6533034882676614,0.8254903712095256,0
0.23564954682779454,0.2190189110188894,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.19847276335804814,0.7946695896525853,0
0.24924471299093648,0.22724582460416035,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.5423606930180979,0.32328662020790944,0
0.20241691842900295,0.18889070667355767,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.7485105485244669,0.40219900899774075,0
0.20845921450151056,0.20751835121498538,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.2977595750618036,0.6772638413394816,0
0.2628398791540785,0.23737041382153348,0.06451612903225806,0.2853824204515196,0.28561753928803874,0.513119437342659,0.21852620137360645,0
0.2341389728096676,0.19918000122675086,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.17075378573301264,0.5282738171054007,0
0.22054380664652568,0.18139277289206732,0.0,0.2853824204515196,0.28561753928803874,0.7683717724370118,0.749843996929485,0
0.30740181268882166,0.28106799228083984,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.23522915669394068,0.5010237684164167,0
0.23791540785498483,0.20783005013990488,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.7073165424705654,0.7082880254347401,0
0.23187311178247733,0.24423415444244076,0.0,0.2853824204515196,0.28561753928803874,0.5970009198722883,0.8700274519896993,0
0.23791540785498483,0.22822722039852508,0.0,0.2853824204515196,0.28561753928803874,0.13124499073101836,0.5304453450653455,0
0.25604229607250756,0.22286911949714275,0.03225806451612903,0.2853824204515196,0.28561753928803874,0.4785619848550594,0.9272917654707271,0
0.3006042296072507,0.2584752390647845,0.0,0.2853824204515196,0.28561753928803874,0.6693239365842888,0.5997736843755774,0
0.6895770392749245,0.7622229255200146,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.2699515474003958,0.7823143088089637,1
0.26888217522658614,0.2379937849322463,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.1708630638049824,0.2731743339791137,1
0.21223564954682778,0.223984030722673,0.0,0.6712759134076991,0.6715758485988634,0.8242689513225229,0.27423721121886047,1
0.2515105740181269,0.23948767874165203,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.3361454460912131,0.40861684838364454,1
0.2696374622356495,0.24253913216260406,0.0,0.6712759134076991,0.6715758485988634,0.7289337654529775,0.09095653177791974,1
0.21223564954682778,0.22856525902993471,0.0,0.6712759134076991,0.6715758485988634,0.4824474979331276,0.8089119363730788,1
0.2280966767371601,0.18773824091297853,0.0,0.6712759134076991,0.6715758485988634,0.5185697348469845,0.45130687136861525,1
0.23489425981873108,0.2363675125806756,0.0,0.6712759134076991,0.6715758485988634,0.7897611404225275,0.3042944827056999,1
0.5536253776435045,0.6246756544181136,0.06451612903225806,0.6712759134076991,0.6715758485988634,0.7400368538897064,0.8389341543670525,1
0.26435045317220546,0.19694547085637606,0.06451612903225806,0.6712759134076991,0.6715758485988634,0.28586124518698214,0.45209983048516733,1
0.22658610271903318,0.20434893263327455,0.06451612903225806,0.6712759134076991,0.6715758485988634,0.010194902690469285,0.48752430271269986,1
0.24320241691842898,0.19567154392861918,0.0967741935483871,0.6712759134076991,0.6715758485988634,0.9026983348197702,0.6187450808502035,1
0.2447129909365559,0.21302557055678276,0.03225806451612903,0.665651181491253,0.6715758485988634,0.7807389522924819,0.3102778157708599,1
0.2341389728096676,0.19982923940119843,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.5073073635858539,0.8407657309635397,1
0.25226586102719034,0.2181015794686145,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.1562083766354515,0.359240922997742,1
0.24395770392749244,0.2190651155741475,0.06451612903225806,0.6712759134076991,0.6715758485988634,0.19647986742171297,0.428923637189655,1
0.21299093655589113,0.21303479848554377,0.0,0.6712759134076991,0.6715758485988634,0.8677764298796492,0.8407065165247332,1
0.38444108761329293,0.41679965628242427,0.0,0.6712759134076991,0.6715758485988634,0.7017912323400777,0.6406224082465997,1
0.2515105740181269,0.2284026785454302,0.0,0.6712759134076991,0.6715758485988634,0.39296939958359556,0.8683434598242457,1
0.22960725075528693,0.2331858693957525,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.20900915719789076,0.7599910851695313,1
0.23564954682779454,0.2190189110188894,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.20283615428341328,0.512940003561198,1
0.24924471299093648,0.22724582460416035,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.27738241066553354,0.5521157698258321,1
0.20241691842900295,0.18889070667355767,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.6245549900182454,0.990554190570947,1
0.20845921450151056,0.20751835121498538,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.6482395137343445,0.3439637106084774,1
0.2628398791540785,0.23737041382153348,0.06451612903225806,0.6712759134076991,0.6715758485988634,0.2040982102742438,0.5548678267168725,1
0.2341389728096676,0.19918000122675086,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.5699616523797596,0.7064682836526117,1
0.22054380664652568,0.18139277289206732,0.0,0.6712759134076991,0.6715758485988634,0.2212226229749295,0.15110138291856856,1
0.30740181268882166,0.28106799228083984,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.9207694803633079,0.6221374963151902,1
0.23791540785498483,0.20783005013990488,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.448694096874785,0.3040288009124197,1
0.23187311178247733,0.24423415444244076,0.0,0.6712759134076991,0.6715758485988634,0.7295874635765629,0.7752648884215887,1
0.23791540785498483,0.22822722039852508,0.0,0.6712759134076991,0.6715758485988634,0.8328398249770534,0.4955702966553872,1
0.25604229607250756,0.22286911949714275,0.03225806451612903,0.6712759134076991,0.6715758485988634,0.6548463297582734,0.08568502116486343,1
0.3006042296072507,0.2584752390647845,0.0,0.6712759134076991,0.6715758485988634,0.482731314913996,0.43583239154668263,1
0.6895770392749245,0.7622229255200146,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.2101475032120214,0.016147803958119766,2
0.26888217522658614,0.2379937849322463,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.531785259846754,0.3361613183051304,0
0.21223564954682778,0.223984030722673,0.0,0.09871969823745941,0.09983015437133744,0.9943114653420446,0.5290418409540507,0
0.2515105740181269,0.23948767874165203,0.03225806451612903,0.09871047736546523,0.09983015437133744,0.7982576891169658,0.7027237394531767,0
0.2696374622356495,0.24253913216260406,0.0,0.09958184976891467,0.09983015437133744,0.5102726564371232,0.5786444766135901,0
0.21223564954682778,0.22856525902993471,0.0,0.09870125649347106,0.09983015437133744,0.7392916065366183,0.34769804682582617,0
0.2280966767371601,0.18773824091297853,0.0,0.09958184976891467,0.09983015437133744,0.6610659442454562,0.5726631880897912,0
0.23489425981873108,0.2363675125806756,0.0,0.09958184976891467,0.09983015437133744,0.7167575875806366,0.3428136646580242,0
0.5536253776435045,0.6246756544181136,0.06451612903225806,0.09958184976891467,0.09983015437133744,0.40499198389640645,0.1148097617615349,0
0.26435045317220546,0.19694547085637606,0.06451612903225806,0.09867820431348563,0.09983015437133744,0.5009116560485419,0.5482159332823358,0
0.22658610271903318,0.20434893263327455,0.06451612903225806,0.09958184976891467,0.09983015437133744,0.7531256771072653,0.819028386892569,0
0.24320241691842898,0.19567154392861918,0.0967741935483871,0.09958184976891467,0.09983015437133744,0.23533359206769405,0.5674222436155105,0
0.2447129909365559,0.21302557055678276,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.27564449697635873,0.31304341238501365,0
0.2341389728096676,0.19982923940119843,0.03225806451612903,0.09874275041744485,0.09983015437133744,0.9193730020724028,0.3013862332809367,0
0.25226586102719034,0.2181015794686145,0.03225806451612903,0.09872891910945358,0.09983015437133744,0.6111496036372904,0.23177800217308686,0
0.24395770392749244,0.2190651155741475,0.06451612903225806,0.09958184976891467,0.09983015437133744,0.665749278078054,0.6574623445912948,0
0.21299093655589113,0.21303479848554377,0.0,0.09958184976891467,0.09983015437133744,0.1983289494000754,0.7640662498824895,0
0.38444108761329293,0.41679965628242427,0.0,0.09958184976891467,0.09983015437133744,0.24062303714547062,0.3402155311387105,0
0.2515105740181269,0.2284026785454302,0.0,0.09958184976891467,0.09983015437133744,0.5301752692858513,0.4569091267985641,0
0.22960725075528693,0.2331858693957525,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.30075754970487173,0.4264246830416596,0
0.23564954682779454,0.2190189110188894,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.8241394416178314,0.4200878770898271,0
0.24924471299093648,0.22724582460416035,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.5092939276334515,0.17843775396431738,0
0.20241691842900295,0.18889070667355767,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.48681906319826806,0.9189740694791908,0
0.20845921450151056,0.20751835121498538,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.23770344197714627,0.31149075934899884,0
0.2628398791540785,0.23737041382153348,0.06451612903225806,0.09958184976891467,0.09983015437133744,0.23526778718898816,0.0004290452661734889,0
0.2341389728096676,0.19918000122675086,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.6672376951265852,0.09904832483516657,0
0.22054380664652568,0.18139277289206732,0.0,0.09871047736546523,0.09983015437133744,0.7053770846864871,0.5522581667064514,0
0.30740181268882166,0.28106799228083984,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.38892428302393517,0.476344435849569,0
0.23791540785498483,0.20783005013990488,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.1308604299447353,0.49904782578869344,0
0.23187311178247733,0.24423415444244076,0.0,0.09958184976891467,0.09983015437133744,0.8407182182297686,0.8246612503271535,0
0.23791540785498483,0.22822722039852508,0.0,0.09958184976891467,0.09983015437133744,0.5956621038931356,0.6937270854205053,0
0.25604229607250756,0.22286911949714275,0.03225806451612903,0.09958184976891467,0.09983015437133744,0.47071545774858414,0.7683906356060106,0
0.3006042296072507,0.2584752390647845,0.0,0.09958184976891467,0.09983015437133744,0.9734037092318208,0.9824982372501836,0
0.6895770392749245,0.7622229255200146,0.03225806451612903,0.12827612764638466,0.12859723332618153,0.55265433601936,0.35273573836730066,2
0.26888217522658614,0.2379937849322463,0.03225806451612903,0.12827612764638466,0.12859723332618153,0.439775708222936,0.9138588840723969,0
0.21223564954682778,0.223984030722673,0.0,0.12827612764638466,0.12859723332618153,0.5117243827144081,0.7103968995052128,0
0.2515105740181269,0.23948767874165203,0.03225806451612903,0.1280236294349442,0.12859723332618153,0.4135776718586158,0.6638412400307061,0
0.2696374622356495,0.24253913216260406,0.0,0.12828089176358165,0.12859723332618153,0.812628448592956,0.37870267784091993,0
0.21223564954682778,0.22856525902993471,0.0,0.12828089176358165,0.12859723332618153,0.9417735450951663,0.6790663450410648,0
0.2280966767371601,0.18773824091297853,0.0,0.1282141941228238,0.12859723332618153,0.5693752416722856,0.7574228694365956,0
0.23489425981873108,0.2363675125806756,0.0,0.12821895824002078,0.12859723332618153,0.7977570203025194,0.6932174156399924,0
0.5536253776435045,0.6246756544181136,0.06451612903225806,0.1282713635291877,0.12859723332618153,0.3245555423530822,0.7390873593267315,0
0.26435045317220546,0.19694547085637606,0.06451612903225806,0.1282713635291877,0.12859723332618153,0.340836435453505,0.47105378689866484,0
0.22658610271903318,0.20434893263327455,0.06451612903225806,0.12828089176358165,0.12859723332618153,0.9880914700620882,0.1279406210342131,0
0.24320241691842898,0.19567154392861918,0.0967741935483871,0.12827612764638466,0.12859723332618153,0.6987657209206197,0.3384664445738963,0
0.2447129909365559,0.21302557055678276,0.03225806451612903,0.12827612764638466,0.12859723332618153,0.4853061737517529,0.9164533704670248,0
0.2341389728096676,0.19982923940119843,0.03225806451612903,0.12822372235721777,0.12859723332618153,0.6200846188896131,0.6399510269784514,0
0.25226586102719034,0.2181015794686145,0.03225806451612903,0.12817608118524787,0.12859723332618153,0.42235020853120786,0.6144689846405527,0
0.24395770392749244,0.2190651155741475,0.06451612903225806,0.12828089176358165,0.12859723332618153,0.43113117883675045,0.6280623970351371,0
0.21299093655589113,0.21303479848554377,0.0,0.12827612764638466,0.12859723332618153,0.28309626414288264,0.5756045384605386,0
0.38444108761329293,0.41679965628242427,0.0,0.12815702471645993,0.12859723332618153,0.2163123790895865,0.5378351780636876,0
0.2515105740181269,0.2284026785454302,0.0,0.12827612764638466,0.12859723332618153,0.21293232283563823,0.678156310356826,0
0.22960725075528693,0.2331858693957525,0.03225806451612903,0.1282713635291877,0.12859723332618153,0.5514353128619263,0.9084042841395785,0
0.23564954682779454,0.2190189110188894,0.03225806451612903,0.12827612764638466,0.12859723332618153,0.7590597077084116,0.7542079231016032,0
0.24924471299093648,0.22724582460416035,0.03225806451612903,0.1282713635291877,0.12859723332618153,0.48683499827262844,0.17896795171873237,0
