Date,Time,kWh Forn,kWh Rec,kVARh Forn,kVARh Rec,Vll an mean,Vll bn mean,Vll cn mean,Ia mean,Ib mean,Ic mean,kWh FornCP,kWh RecCP,kVARh FornCP,kVARh RecCP
3/5/14,11:05:00000,698002991,0,47959328,0,40767019531,38964746094,40934875000,68565048,67996193,72435905,698003052,0,47959328,0
3/5/14,11:10:00000,697403564,0,48389240,0,40798101563,38871613281,40957257813,68574684,67855003,72480621,697403564,0,48389240,0
3/5/14,11:15:00000,693725342,0,46927086,0,40781640625,39124890625,40941664063,68052299,67099907,72248734,693725342,0,46927086,0
3/5/14,11:20:00000,693238220,0,43003052,0,40771339844,38532796875,40932136719,68541008,67359047,72345963,693238220,0,43003052,0
3/5/14,11:25:00000,703964417,0,49605881,0,40758738281,38926292969,40918117188,69560143,68177773,73150925,703964417,0,49605881,0
3/5/14,11:30:00000,703509155,0,47151833,0,40781300781,38570070313,40947808594,69744720,68301994,73209610,703509155,0,47151833,0
3/5/14,11:35:00000,700951965,0,47404613,0,40798472656,38623953125,40966890625,69301071,67999733,73051071,700951965,0,47404613,0
3/5/14,11:40:00000,704766479,0,50558159,0,40791625000,38629355469,40957664063,69712234,68360771,73497269,704766479,0,50558159,0
3/5/14,11:45:00000,711676697,0,54248158,0,40810187500,38654304688,40976007813,70299217,68979279,74331512,711676697,0,54248158,0
3/5/14,11:50:00000,715191772,0,55649971,0,40823812500,38913441406,40990769531,70506958,69137009,74517075,715191772,0,55649971,0
3/5/14,11:55:00000,711508667,0,54247761,0,40849695313,39140613281,41015726563,69976372,68501221,74069885,711508667,0,54247761,0
3/5/14,12:00:00000,714148132,0,53976643,0,40849640625,39049253906,41019980469,70374214,68928886,74152473,714148132,0,53976646,0
3/5/14,12:05:00000,712847351,0,52563995,0,40806242188,38893824219,40979582031,70164940,68950600,74385269,712847351,0,52563995,0
3/5/14,12:10:00000,711306396,0,51273228,0,40821890625,39091464844,40988765625,69787750,68837479,73985313,711306396,0,51273228,0
3/5/14,12:15:00000,711575867,0,50872269,0,40822671875,38886273438,40988078125,70196999,68796143,74056541,711575867,0,50872265,0
3/5/14,12:20:00000,714912354,0,49324490,0,40782621094,38946167969,40943421875,70621414,69154404,74257431,714912354,0,49324490,0
3/5/14,12:25:00000,708789795,0,41662598,0,40758507813,37901378906,40918882813,70676331,69148361,74273674,708789795,0,41662598,0
3/5/14,12:30:00000,711940674,0,40478996,0,40743351563,37678835938,40900488281,71195923,69639786,74658890,711940674,0,40478996,0
3/5/14,12:35:00000,724175110,0,49505157,0,40739898438,38570308594,40891121094,71840294,70347282,75489502,724175110,0,49505157,0
3/5/14,12:40:00000,736959778,0,61490551,0,40749339844,40029968750,40900789063,72287453,70659004,76022659,736959778,0,61490551,0
3/5/14,12:45:00000,730641663,0,54783035,0,40748445313,39136750000,40905144531,72256104,70496391,75847618,730641663,0,54783035,0
3/5/14,12:50:00000,727885132,0,53454628,0,40711785156,38818558594,40864003906,72201828,70558189,75692894,727885132,0,53454628,0
3/5/14,12:55:00000,724489990,0,49976254,0,40707078125,38630390625,40860296875,71793564,70550697,75409012,724489990,0,49976254,0
3/5/14,13:00:00000,728677246,0,49602356,0,40699601563,38328878906,40852078125,72444176,71316528,75838005,728677246,0,49602356,0
3/5/14,13:05:00000,734291992,0,49999981,0,40666398438,37841152344,40817585938,73547401,71964897,76844543,734291992,0,49999981,0
3/5/14,13:10:00000,735118103,0,51856163,0,40596460938,38076515625,40753988281,73764305,71944763,76692688,735118103,0,51856163,0
3/5/14,13:15:00000,734032166,0,54456020,0,40531125000,38704511719,40689804688,73258636,71747581,76129372,734032166,0,54456020,0
3/5/14,13:20:00000,726680542,0,52850700,0,40440382813,38210351563,40601148438,72778534,71517311,75882973,726680542,0,52850700,0
3/5/14,13:25:00000,727315186,0,50964947,0,40454710938,37968128906,40617070313,73009689,71540375,76204468,727315186,0,50964947,0
3/5/14,13:30:00000,734724731,0,55316242,0,40433261719,38570402344,40588246094,73379463,72028656,76603729,734724731,0,55316242,0
3/5/14,13:35:00000,738942200,0,54884644,0,40401796875,37835789063,40561230469,74463982,72832497,77526161,738942200,0,54884644,0
3/5/14,13:40:00000,739679382,0,54006897,0,40444894531,37441875000,40603644531,74715317,73208351,77735748,739679382,0,54006897,0
3/5/14,13:45:00000,740487549,0,54772915,0,40440878906,37298679688,40601960938,74846451,73500114,77873291,740487549,0,54772915,0
3/5/14,13:50:00000,744725525,0,58148449,0,40432859375,37549941406,40596148438,75111450,73875862,78100479,744725525,0,58148449,0
3/5/14,13:55:00000,755817993,0,68489159,0,40443882813,38895898438,40597066406,75330055,74215401,78430061,755817993,0,68489159,0
3/5/14,14:00:00000,767556152,0,73133629,0,40397691406,39051058594,40549667969,76365196,75475189,79639122,767556152,0,73133629,0
3/5/14,14:05:00000,772229553,0,73258537,0,40317914063,38782332031,40471179688,77219872,76155792,80337914,772229553,0,73258537,0
3/5/14,14:10:00000,777514465,0,74927406,0,40339738281,38800136719,40490425781,77742226,76701416,80780647,777514465,0,74927406,0
3/5/14,14:15:00000,774322449,0,72976257,0,40363324219,38670292969,40511164063,77489708,76557175,80335144,774322449,0,72976257,0
3/5/14,14:20:00000,769751038,0,67483688,0,40349917969,38262273438,40498988281,77173294,76436676,80143036,769751038,0,67483688,0
3/5/14,14:25:00000,772946716,0,65240852,0,40337261719,37564230469,40485730469,78150795,77040977,80958763,772946716,0,65240852,0
3/5/14,14:30:00000,790932373,0,78965675,0,40310980469,39016281250,40460335938,78961830,78055016,82019020,790932373,0,78965675,0
3/5/14,14:35:00000,790573914,0,80618309,0,40386339844,39289519531,40532835938,78554176,77684807,81903473,790573914,0,80618309,0
3/5/14,14:40:00000,787790466,0,76990723,0,40380093750,38373882813,40528980469,78956238,77979111,82187843,787790466,0,76990723,0
3/5/14,14:45:00000,776015930,0,64340195,0,40374515625,37584488281,40526101563,78278168,76940498,81717285,776015930,0,64340195,0
3/5/14,14:50:00000,774690308,0,65053581,0,40378609375,38242101563,40519933594,77776146,76392296,81000687,774690308,0,65053581,0
3/5/14,14:55:00000,776350525,0,65542763,0,40355472656,38253539063,40499535156,78227516,76391739,81117020,776350525,0,65542763,0
3/5/14,15:00:00000,775429016,0,65910049,0,40418000000,38077171875,40559617188,78176178,76452652,80988495,775429016,0,65910049,0
3/5/14,15:05:00000,777126648,0,65258286,0,40530375000,38156542969,40668558594,78122421,76416397,81003265,777126648,0,65258286,0
3/5/14,15:10:00000,779570862,0,67528008,0,40611011719,38093378906,40749562500,78216942,76780090,81187149,779570862,0,67528008,0
3/5/14,15:15:00000,787186218,0,69799988,0,40609269531,38052085938,40750328125,79026260,77629860,81974495,787186218,0,69799988,0
3/5/14,15:20:00000,790788879,0,70970436,0,40589148438,38252875000,40733402344,79204475,78029449,82153297,790788879,0,70970436,0
3/5/14,15:25:00000,793527588,0,74434021,0,40590238281,38078601563,40740625000,79634201,78396782,82650055,793527588,0,74434021,0
3/5/14,15:30:00000,797639893,0,80677361,0,40671046875,38434382813,40817988281,79764008,78544472,82708588,797639893,0,80677361,0
3/5/14,15:35:00000,799609314,0,80991417,0,40686328125,38297988281,40833351563,80204643,78731140,82900322,799609314,0,80991417,0
3/5/14,15:40:00000,798869629,0,83257347,0,40697343750,38410195313,40848308594,80139725,78515472,82720589,798869629,0,83257347,0
3/5/14,15:45:00000,805629456,0,87123878,0,40686472656,38239394531,40837933594,81008987,79205437,83709099,805629456,0,87123878,0
3/5/14,15:50:00000,801589844,0,84270233,0,40659812500,38097390625,40810769531,80721031,78705025,83603050,801589844,0,84270233,0
3/5/14,15:55:00000,806747620,0,88887085,0,40707796875,38379343750,40857031250,80816933,79224007,83887581,806747620,0,88887085,0
3/5/14,16:00:00000,798304382,0,86145691,0,40744902344,38300078125,40891812500,79821953,78378197,83182587,798304382,0,86145691,0
3/5/14,16:05:00000,781565491,0,78245850,0,40718148438,38106468750,40864941406,78070602,77188126,81411919,781565491,0,78245850,0
3/5/14,16:10:00000,783861084,0,84150635,0,40760375000,38280738281,40904625000,78156387,77146019,81741188,783861084,0,84150635,0
3/5/14,16:15:00000,779220764,0,84027863,0,40847437500,38461394531,40984308594,77477165,76398987,81103294,779220764,0,84027855,0
3/5/14,16:20:00000,779484497,0,81525024,0,40620914063,38232773438,40763031250,78053642,76594978,81664307,779484497,0,81525024,0
3/5/14,16:25:00000,776493408,0,82547829,0,40669011719,38425714844,40811132813,77621468,76214401,81021202,776493408,0,82547829,0
3/5/14,16:30:00000,771954956,0,78360954,0,40607914063,38345781250,40745238281,77193130,76007500,80587074,771954956,0,78360954,0
3/5/14,16:35:00000,761969604,0,74928307,0,40629871094,38264402344,40765523438,76324509,75015396,79437576,761969604,0,74928307,0
3/5/14,16:40:00000,763274048,0,75571587,0,40619625000,38196250000,40757582031,76618591,74918724,79830856,763274048,0,75571587,0
3/5/14,16:45:00000,761782104,0,74371849,0,40617964844,38240781250,40755261719,76579582,74573662,79624886,761782104,0,74371849,0
3/5/14,16:50:00000,754586609,0,68606209,0,40456921875,38204601563,40594765625,75954880,74116508,79051346,754586609,0,68606209,0
3/5/14,16:55:00000,757374878,0,69388458,0,40461453125,38313730469,40601718750,76115204,74245499,79375076,757374878,0,69388458,0
3/5/14,17:00:00000,752055420,0,66161873,0,40490851563,38332785156,40630269531,75361458,73657303,78905708,752055420,0,66161873,0
3/5/14,17:05:00000,735518677,0,55192974,0,40522238281,38362687500,40661234375,73486641,72086555,76935066,735518677,0,55192974,0
3/5/14,17:10:00000,736062988,0,56819695,0,40487417969,38110433594,40628601563,73812454,72229912,77303253,736062988,0,56819695,0
3/5/14,17:15:00000,732828491,0,57936691,0,40670695313,38314437500,40806675781,73205315,71497856,76636940,732828491,0,57936691,0
3/5/14,17:20:00000,725963196,0,55142120,0,40694476563,38421343750,40832906250,72545891,70371773,76000641,725963196,0,55142120,0
3/5/14,17:25:00000,730301514,0,54613853,0,40552773438,38386851563,40706078125,73231377,70752426,76772949,730301514,0,54613853,0
3/5/14,17:30:00000,731374939,0,54346836,0,40647832031,38388781250,40798000000,73380074,70583786,76775963,731374939,0,54346836,0
3/5/14,17:35:00000,721360535,0,46690285,0,40690753906,38337972656,40843808594,72285110,69603706,75645493,721360535,0,46690285,0
3/5/14,17:40:00000,715385986,0,44040939,0,40716226563,38487167969,40864167969,71590691,69103981,74607857,715385986,0,44040939,0
3/5/14,17:45:00000,725049072,0,48210167,0,40791308594,38447257813,40938957031,72569832,69994331,75539726,725049072,0,48210163,0
3/5/14,17:50:00000,727816101,0,49919933,0,40849730469,38622828125,40993632813,72736717,70011925,75678131,727816040,0,49919933,0
3/5/14,17:55:00000,728391113,0,48476925,0,40813847656,38605339844,40960792969,72761452,70302414,75664528,728391113,0,48476925,0
3/5/14,18:00:00000,726316711,0,45479057,0,40840582031,38629917969,40992437500,72522797,69958191,75431648,726316711,0,45479057,0
3/5/14,18:05:00000,721535828,0,42855564,0,40833898438,38630640625,40988917969,71938553,69490120,75056824,721535828,0,42855564,0
3/5/14,18:10:00000,715894897,0,37480705,0,40953781250,38726171875,41102703125,71204155,68677666,74256737,715894897,0,37480705,0
3/5/14,18:15:00000,720346069,0,30242214,0,40888562500,38555914063,41039226563,71964081,69044533,74906105,720346069,0,30242214,0
3/5/14,18:20:00000,737115784,0,28582451,0,40813730469,38591863281,40966320313,73612579,70816910,76676178,737115784,0,28582451,0
3/5/14,18:25:00000,755328186,0,25254879,0,40701968750,38396398438,40862792969,75571854,72794228,78985062,755328186,0,25254879,0
3/5/14,18:30:00000,780618286,0,31840704,0,40617781250,38502078125,40779039063,78132080,75246750,81744774,780618286,0,31840704,0
3/5/14,18:35:00000,821371094,0,59332279,0,40443171875,38318460938,40608691406,82785576,79510559,86676117,821371094,0,59332279,0
3/5/14,18:40:00000,861835632,0,80716568,0,40434960938,38324828125,40604335938,87172325,83503456,90975220,861835632,0,80716568,0
3/5/14,18:45:00000,910964844,0,136008942,0,40448343750,38463871094,40612941406,92460915,89314789,96283424,910964844,0,136008942,0
3/5/14,18:50:00000,956156921,0,147751587,0,40406066406,38296722656,40569535156,97165649,94285706,101214958,956156921,0,147751587,0
3/5/14,18:55:00000,979583801,0,151431320,0,40469347656,38266921875,40629511719,99689316,96504181,103399956,979583801,0,151431320,0
3/5/14,19:00:00000,992524292,0,153753479,0,40468507813,38129121094,40630500000,101112709,98051834,104794373,992524292,0,153753479,0
3/5/14,19:05:00000,1003872620,0,155965149,0,40484171875,38093445313,40646714844,102128601,99344170,106032288,1003872620,0,155965149,0
3/5/14,19:10:00000,1014897888,0,160751251,0,40734171875,38275656250,40900246094,102686951,100035843,106535568,1014897888,0,160751236,0
3/5/14,19:15:00000,1015010864,0,160521210,0,40849687500,38447320313,41012945313,102331787,99628891,106286522,1015010864,0,160521210,0
3/5/14,19:20:00000,1019203857,0,160253540,0,40870476563,38429902344,41031765625,102894455,99913094,106598694,1019203857,0,160253540,0
3/5/14,19:25:00000,1025861084,0,163289429,0,40812761719,38528945313,40972437500,103500465,100848030,107158264,1025861084,0,163289429,0
3/5/14,19:30:00000,1020669067,0,156619980,0,40762257813,38360238281,40927593750,103216385,100405045,106748871,1020669067,0,156619980,0
3/5/14,19:35:00000,1015297729,0,152303787,0,40783906250,38379136719,40947761719,102603889,99668655,106146637,1015297729,0,152303787,0
3/5/14,19:40:00000,1013160645,0,152939102,0,40797718750,38446773438,40959875000,102231384,99341911,106004463,1013160645,0,152939102,0
3/5/14,19:45:00000,1012207764,0,153002563,0,40777214844,38405683594,40943089844,102193481,99253441,106062057,1012207764,0,153002563,0
3/5/14,19:50:00000,1002402649,0,146382431,0,40757539063,38248316406,40925058594,101200264,98600990,105044991,1002402649,0,146382431,0
3/5/14,19:55:00000,1004513000,0,146220627,0,40831417969,38363128906,40993777344,101076553,98722855,105006409,1004513000,0,146220627,0
3/5/14,20:00:00000,1005402039,0,145423187,0,40879734375,38387035156,41040449219,101171341,98721405,104826370,1005402039,0,145423187,0
3/5/14,20:05:00000,997152649,0,142800720,0,40896625000,38561375000,41052406250,100177956,97767113,103629562,997152649,0,142800720,0
3/5/14,20:10:00000,1004073242,0,142057327,0,40891175781,38406519531,41047636719,101078407,98753220,104205864,1004073242,0,142057327,0
3/5/14,20:15:00000,1000010193,0,138231110,0,40897125000,38273562500,41056445313,100603134,98537872,103894997,1000010193,0,138231110,0
3/5/14,20:20:00000,1005637390,0,139704178,0,40914460938,38331972656,41070289063,101108040,99008415,104407211,1005637390,0,139704178,0
3/5/14,20:25:00000,995971863,0,134909470,0,40914472656,38331394531,41072406250,99864616,98132034,103486183,995971863,0,134909470,0
3/5/14,20:30:00000,994968384,0,134432556,0,40916535156,38323117188,41076910156,99642273,98148300,103390121,994968384,0,134432556,0
3/5/14,20:35:00000,993071228,0,134382767,0,40905156250,38285210938,41063554688,99403778,98100075,103290588,993071228,0,134382767,0
3/5/14,20:40:00000,993378113,0,135837173,0,40888468750,38430710938,41044750000,99394829,98125732,103069176,993378113,0,135837173,0
3/5/14,20:45:00000,989359253,0,133932404,0,40899750000,38371750000,41056648438,98915665,97672958,102865654,989359253,0,133932404,0
3/5/14,20:50:00000,986181091,0,130830872,0,40912480469,38328750000,41067800781,98680733,97195122,102562073,986181091,0,130830872,0
3/5/14,20:55:00000,985723022,0,128580231,0,40922082031,38245359375,41073898438,98819054,97096260,102475853,985723022,0,128580231,0
3/5/14,21:00:00000,982875610,0,126080612,0,40917277344,38244488281,41067785156,98564957,96906677,101977966,982875610,0,126080612,0
3/5/14,21:05:00000,983771362,0,127144279,0,40911273438,38090988281,41059925781,98793137,97114769,102319679,983771362,0,127144279,0
3/5/14,21:10:00000,982867065,0,129837631,0,40902066406,38076851563,41046339844,98771294,97140511,102231674,982867065,0,129837631,0
3/5/14,21:15:00000,994429382,0,139770294,0,40876394531,38328871094,41016304688,99796288,98412674,103186943,994429382,0,139770294,0
3/5/14,21:20:00000,995888489,0,139946320,0,40885488281,38318851563,41028890625,100018929,98506332,103270988,995888489,0,139946320,0
3/5/14,21:25:00000,999888062,0,139126328,0,40798277344,38138785156,40948023438,100687874,98984344,104202438,999888062,0,139126328,0
3/5/14,21:30:00000,998005798,0,139852432,0,40777535156,38180398438,40930285156,100483315,98832321,103994919,998005798,0,139852432,0
3/5/14,21:35:00000,994882324,0,137061172,0,40757773438,38020867188,40911140625,100374680,98729385,103691559,994882263,0,137061172,0
3/5/14,21:40:00000,993944885,0,135188599,0,40786308594,37927355469,40938683594,100173332,98736115,103687149,993944885,0,135188599,0
3/5/14,21:45:00000,993297119,0,135935059,0,40806937500,37995730469,40959179688,100106209,98637070,103394218,993297119,0,135935059,0
3/5/14,21:50:00000,992076965,0,133322174,0,40812609375,37981250000,40962128906,99952133,98513466,103256126,992076965,0,133322159,0
3/5/14,21:55:00000,981865173,0,128493729,0,40819597656,38081937500,40969250000,98757935,97414299,102018082,981865173,0,128493729,0
3/5/14,22:00:00000,978023438,0,126276901,0,40819703125,37989433594,40972078125,98387291,97059135,101801376,978023438,0,126276901,0
3/5/14,22:05:00000,975244141,0,127315887,0,40855917969,38242250000,41006601563,97943680,96508591,101114853,975244141,0,127315887,0
3/5/14,22:10:00000,964720581,0,118493088,0,40845535156,38056925781,40993292969,96979774,95696884,99995506,964720581,0,118493088,0
3/5/14,22:15:00000,956181213,0,114547417,0,40827605469,38193171875,40975128906,95638306,94733009,99379417,956181213,0,114547417,0
3/5/14,22:20:00000,951587280,0,114991791,0,40902218750,38267375000,41048679688,95059250,94072357,98726776,951587280,0,114991791,0
3/5/14,22:25:00000,940292603,0,107631699,0,40927054688,38202417969,41072519531,93954834,93072304,97253876,940292603,0,107631699,0
3/5/14,22:30:00000,928294861,0,100511650,0,40916148438,38246308594,41065660156,92873589,91429901,96054436,928294861,0,100511650,0
3/5/14,22:35:00000,920515198,0,94250923,0,40928214844,38120800781,41079910156,92158478,90703720,95248360,920515198,0,94250923,0
3/5/14,22:40:00000,908580750,0,88782440,0,40931636719,38196640625,41082089844,90916084,89300743,93935684,908580750,0,88782448,0
3/5/14,22:45:00000,896886353,0,84431763,0,40956781250,38193562500,41104316406,89646034,88004456,92798561,896886353,0,84431763,0
3/5/14,22:50:00000,888305908,0,81783058,0,40942328125,38331101563,41087484375,88605179,87259026,91649796,888305908,0,81783058,0
3/5/14,22:55:00000,858261475,0,60928028,0,40947976563,38297421875,41089671875,84865059,84912201,88438278,858261475,0,60928028,0
3/5/14,23:00:00000,845733093,0,50631142,0,40939613281,38111062500,41082214844,83426453,83807648,87536697,845733093,0,50631142,0
3/5/14,23:05:00000,844589417,0,53411652,0,41051238281,38506824219,41188339844,82901443,83208916,86963432,844589417,0,53411652,0
3/5/14,23:10:00000,828749512,0,44379532,0,41079699219,38374589844,41215988281,81472412,81540764,85359642,828749512,0,44379532,0
3/5/14,23:15:00000,825176453,0,43317165,0,41073488281,38262875000,41210941406,81316254,81278610,84955124,825176453,0,43317165,0
3/5/14,23:20:00000,792160461,0,43035172,0,41062511719,38148882813,41205183594,78092796,78221535,81702034,792160461,0,43035172,0
3/5/14,23:25:00000,826863831,0,40075119,0,41060476563,37970761719,41212078125,82644600,79797943,86212288,826863831,0,40075119,0
3/5/14,23:30:00000,816793030,0,37419720,0,41077101563,38105082031,41228144531,81062439,79476662,84715912,816793030,0,37419720,0
3/5/14,23:35:00000,800100281,0,34186150,0,41067023438,38163718750,41214562500,78972290,78613792,82548096,800100281,0,34186150,0
3/5/14,23:40:00000,792350952,0,30753582,0,41031644531,37953382813,41179773438,78312904,78134232,81955719,792350952,0,30753582,0
3/5/14,23:45:00000,792578125,0,34719074,0,41035785156,38252328125,41183652344,78043221,78134369,81630219,792578125,0,34719074,0
3/5/14,23:50:00000,784093445,0,30295002,0,41033691406,38136226563,41181394531,77220184,77360886,80912148,784093445,0,30295002,0
3/5/14,23:55:00000,786297607,0,33037949,0,41072859375,38155082031,41219207031,77373520,77431206,81203514,786297607,0,33037949,0
3/6/14,00:00:00000,776147949,0,30695410,0,41082015625,38294378906,41223039063,76366325,76173630,80042397,776147949,0,30695410,0
3/6/14,00:05:00000,765468933,0,27534004,0,41048636719,38222601563,41192074219,75420952,75247551,78943512,765468933,0,27534004,0
3/6/14,00:10:00000,763019958,0,25811264,0,41062976563,38173175781,41207429688,75172592,74898323,78858223,763019958,0,25811264,0
3/6/14,00:15:00000,756272278,0,23411785,0,41089937500,38179785156,41233582031,74494659,74316360,77952499,756272278,0,23411785,0
3/6/14,00:20:00000,750015808,0,20541449,0,41067785156,38082578125,41213093750,73809868,74048470,77302345,750015808,0,20541449,0
3/6/14,00:25:00000,754475464,0,21948437,0,41084062500,37975464844,41231863281,74444923,74407654,77802124,754475464,0,21948437,0
3/6/14,00:30:00000,748438538,0,19916485,0,41094515625,37995281250,41238140625,73747604,73684952,77337570,748438538,0,19916485,0
3/6/14,00:35:00000,741387390,0,16921511,0,41199082031,37920605469,41340277344,72878891,72974274,76607712,741387390,0,16921511,0
3/6/14,00:40:00000,739724426,0,14400263,0,41150382813,37687191406,41296511719,73090614,72978043,76500336,739724426,0,14400263,0
3/6/14,00:45:00000,736263000,0,14201285,0,41045011719,37936757813,41190250000,72790474,72544762,75989197,736263000,0,14201285,0
3/6/14,00:50:00000,729389526,0,13461056,0,41112660156,37862156250,41259824219,72152809,71831062,75183662,729389526,0,13461056,0
3/6/14,00:55:00000,732441223,0,17900991,0,41277964844,37928468750,41414097656,71985680,72087044,75417229,732441223,0,17900991,0
3/6/14,01:00:00000,727657288,0,14247184,0,41231503906,37843871094,41370050781,71702164,71588623,75048302,727657227,0,14247184,0
3/6/14,01:05:00000,724050842,0,12410989,0,41216574219,37968730469,41355019531,71083611,71286499,74704033,724050842,0,12410989,0
3/6/14,01:10:00000,727097717,0,14229599,0,41218125000,37980492188,41358292969,71358902,71518837,75090561,727097717,0,14229599,0
3/6/14,01:15:00000,721024658,0,12263041,0,41206203125,37962773438,41349492188,70804138,70887177,74513924,721024658,0,12263041,0
3/6/14,01:20:00000,718465637,0,10900440,0,41220769531,37843238281,41365183594,70587173,70719055,74333839,718465637,0,10900440,0
3/6/14,01:25:00000,719910950,0,12774578,0,41153398438,37809761719,41301546875,70690941,71035522,74665848,719910950,0,12774578,0
3/6/14,01:30:00000,714757019,0,8616132,0,41181355469,37715257813,41326652344,70321030,70473091,74124001,714757019,0,8616132,0
3/6/14,01:35:00000,716493286,0,10357325,0,41200148438,37935164063,41343687500,70409828,70416794,74077560,716493286,0,10357325,0
3/6/14,01:40:00000,714274414,0,9849085,0,41181894531,37854011719,41327105469,70349335,70207664,73882904,714274414,0,9849085,0
3/6/14,01:45:00000,706587708,0,5532686,0,41189382813,37731523438,41333429688,69574684,69558708,73234299,706587708,0,5532686,0
3/6/14,01:50:00000,706924194,0,6588526,0,41191761719,37873644531,41335625000,69558762,69606598,72987946,706924194,0,6588526,0
3/6/14,01:55:00000,708846497,0,9499273,0,41191074219,37951289063,41335218750,69628502,69889450,73071915,708846497,0,9499273,0
3/6/14,02:00:00000,706370422,0,8445063,0,41190109375,38129871094,41334480469,69316811,69554596,72599434,706370422,0,8445063,0
3/6/14,02:05:00000,705457458,0,7121759,0,41198644531,38012933594,41344699219,69313675,69416862,72670349,705457458,0,7121759,0
3/6/14,02:10:00000,702478577,0,5106651,0,41207636719,37618925781,41355175781,69213631,69413788,72661125,702478577,0,5106651,0
3/6/14,02:15:00000,700939697,0,6651728,0,41237035156,38199957031,41381554688,68686127,68815231,72042236,700939697,0,6651728,0
3/6/14,02:20:00000,697850159,0,3891961,0,41223609375,38048378906,41372175781,68406181,68635460,71939949,697850159,0,3891961,0
3/6/14,02:25:00000,700870789,0,5293889,0,41213289063,38093546875,41364718750,68668671,68987244,72163460,700870789,0,5293889,0
3/6/14,02:30:00000,692527222,0,2959685,0,41218101563,38179785156,41367773438,67950859,68036110,71109581,692527222,0,2959685,0
3/6/14,02:35:00000,693295166,0,3753930,0,41227121094,38351031250,41377855469,67959274,67795052,71198677,693295166,0,3753930,0
3/6/14,02:40:00000,700759766,0,10232498,0,41223375000,38903808594,41370308594,68351631,68183838,71608246,700759766,0,10232498,0
3/6/14,02:45:00000,693730652,0,6031479,1,41217550781,38675070313,41364207031,67801071,67593948,71112770,693730652,0,6031479,1
3/6/14,02:50:00000,696747437,0,9986135,0,41263636719,39096921875,41412851563,67765091,67542328,71130608,696747437,0,9986135,0
3/6/14,02:55:00000,704421143,0,19380924,0,41261437500,39973261719,41407660156,67823410,67820000,71489220,704421143,0,19380924,0
3/6/14,03:00:00000,694292725,0,10401691,1,41258187500,39318085938,41403566406,67134193,67452744,70781715,694292725,0,10401691,1
3/6/14,03:05:00000,682885864,0,0,2906759,41257441406,37895691406,41409328125,67156693,66987183,70509636,682885864,0,0,2906759
3/6/14,03:10:00000,685615112,0,0,1212846,41255578125,37920117188,41409800781,67393684,67334389,70695206,685615112,0,0,1212846
3/6/14,03:15:00000,680358765,0,0,3077546,41259785156,37715933594,41413816406,67013710,66824219,70405647,680358765,0,0,3077546
3/6/14,03:20:00000,677908325,0,0,4739090,41242035156,37690328125,41412238281,66721603,66772049,70116699,677908325,0,0,4739090
3/6/14,03:25:00000,684480225,0,0,2176317,41180992188,37819503906,41400839844,67539024,67181572,70677269,684480225,0,0,2176317
3/6/14,03:30:00000,678937622,0,0,5278090,41172449219,37775039063,41396378906,67000648,66618652,70242073,678937561,0,0,5278090
3/6/14,03:35:00000,677516235,0,0,4472102,41175832031,37931261719,41396597656,66632286,66434334,70078781,677516235,0,0,4472102
3/6/14,03:40:00000,677828369,0,0,4652940,41171753906,37825257813,41385867188,66789238,66496109,70176346,677828369,0,0,4652940
3/6/14,03:45:00000,675225220,0,0,6666009,41171921875,37634332031,41379738281,66677788,66289589,70099434,675225220,0,0,6666009
3/6/14,03:50:00000,674238342,0,0,6445590,41218164063,37721613281,41418214844,66324997,66103058,70071609,674238342,0,0,6445590
3/6/14,03:55:00000,675245728,0,0,6689055,41254695313,37715207031,41451089844,66538254,66079796,70057732,675245728,0,0,6689055
3/6/14,04:00:00000,677666382,0,0,3957604,41246656250,37698851563,41442250000,66801193,66318405,70334389,677666382,0,0,3957604
3/6/14,04:05:00000,678856689,0,0,2631407,41246976563,37867175781,41437308594,66818542,66473106,70187073,678856689,0,0,2631407
3/6/14,04:10:00000,677550415,0,0,1974643,41228898438,37717093750,41435527344,66760056,66499054,70161926,677550415,0,0,1974643
3/6/14,04:15:00000,672338989,0,0,4426789,41219828125,37627230469,41439750000,66253189,66195450,69605171,672338989,0,0,4426789
3/6/14,04:20:00000,666462952,0,0,8962024,41196429688,37538800781,41421492188,65819145,65592545,69114861,666462952,0,0,8962024
3/6/14,04:25:00000,663209595,0,0,11514966,41193476563,37349179688,41421664063,65539177,65321053,69097725,663209595,0,0,11514966
3/6/14,04:30:00000,669151001,0,0,6771835,41196703125,37413347656,41422503906,66070419,65888992,69637276,669151001,0,0,6771835
3/6/14,04:35:00000,669269775,0,0,6297115,41211703125,37549613281,41434972656,65911736,65906075,69515778,669269775,0,0,6297115
3/6/14,04:40:00000,663129028,0,0,10799095,41225097656,37576847656,41444851563,65210197,65371475,68850853,663129028,0,0,10799095
3/6/14,04:45:00000,660755615,0,0,17195541,40981328125,37311808594,41203078125,65467842,65662796,68898819,660755615,0,0,17195541
3/6/14,04:50:00000,654777832,0,0,28051123,40472058594,36710414063,40704621094,65866730,66074852,69099190,654777832,0,0,28051123
3/6/14,04:55:00000,648192444,0,0,31563236,40459777344,36579800781,40696390625,65253487,65552338,68582062,648192444,0,0,31563236
3/6/14,05:00:00000,650382507,0,0,32169918,40477414063,36700160156,40709671875,65372246,65529449,68882027,650382507,0,0,32169918
